Name,Suburb,Street,Longitude,Latitude,Opens,Closes,Website,Phone,
Кај Злате,Centar,Пролет,21.4422139,41.9922032,Unknown,Unknown,Unknown,Unknown,
бед бунар,Karposh 3,Boulevard Ilinden,21.4010837,42.0084895,Unknown,Unknown,Unknown,Unknown,
Авантура,Kapishtec,Naroden Front,21.4171739,41.9937283,Unknown,Unknown,Unknown,Unknown,
Sky ресторанот,Madzhir Maalo,Kej Dimitar Vlahov,21.434577,41.9973163,Unknown,Unknown,Unknown,Unknown,
Соул кичен,Madzhir Maalo,Kej 13 Noemvri,21.4338587,41.9955972,Unknown,Unknown,Unknown,Unknown,
Tonnis Bakeri,Zlokukjani,Skupi,21.3990452,42.0151641,Unknown,Unknown,Unknown,Unknown,
Coffeeshop Company lounge,Zlokukjani,Skupi,21.404147,42.0137478,Unknown,Unknown,Unknown,Unknown,
Belier,Debar Maalo,Владимир Полежановски,21.4168806,41.9984995,Unknown,Unknown,Unknown,Unknown,
Beta,Butel 2,Македонско Косовска бригада,21.4307185,42.0229923,Unknown,Unknown,Unknown,Unknown,
Juicy and Co,Karposh 4,Ljubljanska,21.3910392,42.0048738,Unknown,Unknown,Unknown,Unknown,
Лавче,Kapishtec,Borka Taleski-Modernoto,21.4160063,41.9969599,Unknown,Unknown,Unknown,Unknown,
Бабе,Karposh 3,Boulevard Partizanski Odredi,21.4002154,42.0030463,Unknown,Unknown,Unknown,Unknown,
Златна вилушка,Jane Sandanski,Булевар Асном,21.4655483,41.9915744,Unknown,Unknown,Unknown,Unknown,
Prikazna,Karposh 3,Boulevard Partizanski Odredi,21.3981384,42.0033204,Unknown,Unknown,Unknown,Unknown,
"Lounge Bar & Restaurant ""Square 21""",Debar Maalo,Makedonija,21.4301208,41.9927317,Unknown,Unknown,Unknown,Unknown,
Ресторан Златник,Gorno Lisiche,Тодор Чангов 19,21.4826074,41.9788465,Unknown,Unknown,Unknown,Unknown,
еквестријан,Ostrovo,Bulevar Kuzman Josifovski Pitu,21.4520843,41.9883207,Unknown,Unknown,Unknown,Unknown,
Kaj Serdarot,Dukjandzhik,Gradiste,21.4362461,41.9996618,Unknown,Unknown,Unknown,Unknown,
Destan,Dukjandzhik,Салих Асим,21.436081,41.9996701,Unknown,Unknown,Unknown,Unknown,
Австриска палта,Madzhir Maalo,Салих Асим,21.4355402,41.9994953,Unknown,Unknown,Unknown,Unknown,
Амика,Madzhir Maalo,Kej 13 Noemvri,21.4355402,41.9949989,Unknown,Unknown,Unknown,Unknown,
Four,Karposh 3,Велосипедска патека Кеј,21.427293,42.0059792,Unknown,Unknown,Unknown,Unknown,
Дион,Madzhir Maalo,Kej 13 Noemvri,21.4335119,41.995703,Unknown,Unknown,Unknown,Unknown,
Кај Тоше на Ќоше,Автокоманда,Јани Лукровски,21.4648097,42.0030521,Unknown,Unknown,Unknown,Unknown,
Гостилница Софра,Hipodrom,Париска Комуна,21.5078989,41.9932328,Unknown,Unknown,Unknown,Unknown,
Пицерија Кремисимо,Hipodrom,Валандовска,21.5099084,41.9951884,Unknown,Unknown,Unknown,Unknown,
Dojrana Skopje,Автокоманда,Интернационални Бригади,21.4600445,41.9978436,Unknown,Unknown,Unknown,Unknown,
Крин,Debar Maalo,Liberty Square,21.4271773,41.9954521,Unknown,Unknown,Unknown,Unknown,
Т'га за југ,Jane Sandanski,Булевар Асном,21.4640869,41.9913259,Unknown,Unknown,Unknown,Unknown,
Бизнис,Топанско Поле,Ресенска,21.4412533,42.0195979,Unknown,Unknown,Unknown,Unknown,
Парк,Karposh 3,Велосипедска патека Кеј,21.4280925,42.0039853,Unknown,Unknown,Unknown,Unknown,
Пицерија Фамилија,Jane Sandanski,Булевар Асном,21.4633394,41.9914306,Unknown,Unknown,Unknown,Unknown,
GARDEN,Оризари,Gjorche Petrov,21.3328887,42.0068376,09:00,00:00,Unknown,+389 78 239 711,
Изи,Kapishtec,Vasil Gjorgov,21.4192046,41.9927714,Unknown,Unknown,Unknown,Unknown,
Баба Цана,Vodno,Партенија Зографски,21.4193986,41.9868025,Unknown,Unknown,Unknown,Unknown,
Laika,Debar Maalo,Miroslav Krlezha,21.4216953,42.0013652,Unknown,Unknown,Unknown,Unknown,
Еу ејџ,Debar Maalo,Коста Шахов,21.4230134,41.9958526,Unknown,Unknown,Unknown,Unknown,
Star Ocean,Kapishtec,Sv. Kiril i Metodij,21.4276864,41.9913338,Unknown,Unknown,Unknown,Unknown,
63,11 Oktomvri,Народни Херои,21.4444199,41.9768128,Unknown,Unknown,Unknown,Unknown,
Fitness house,Debar Maalo,Boulevard Partizanski Odredi,21.4149006,42.0005187,Unknown,Unknown,Unknown,Unknown,
Giovani,Karposh 3,Nikola Rusinski,21.3991821,42.0034483,Unknown,Unknown,Unknown,Unknown,
Segreto Plus,Novo Lisiche,АСНОМ,21.4808444,41.9837709,Unknown,Unknown,Unknown,Unknown,
Кахава,Debar Maalo,Mihail Cokov,21.4218407,42.0023198,Unknown,Unknown,Unknown,Unknown,
кај сердарот,Dukjandzhik,Gradiste,21.4366123,41.9995926,Unknown,Unknown,Unknown,Unknown,
Тарапана,11 Oktomvri,Улица-4,21.4565032,41.9729164,Unknown,Unknown,Unknown,Unknown,
Централ Парк,Karposh 3,Велосипедска патека Кеј,21.4181784,42.0087916,Unknown,Unknown,Unknown,Unknown,
Костарика,Debar Maalo,Risto Shishkov,21.4239655,42.0028235,Unknown,Unknown,Unknown,Unknown,
Калабалак,Debar Maalo,Наум Наумовски Борче,21.4242333,42.003366,Unknown,Unknown,Unknown,Unknown,
Старо Скупи,Debar Maalo,Risto Shishkov,21.4240111,42.0028813,Unknown,Unknown,Unknown,Unknown,
Занзибар,Debar Maalo,Наум Наумовски Борче,21.4240218,42.0030128,Unknown,Unknown,Unknown,Unknown,
Идадија,Debar Maalo,Zhivko Chingo,21.4210921,42.0013712,Unknown,Unknown,Unknown,Unknown,
Наџак,Debar Maalo,Miroslav Krlezha,21.4214837,42.001453,Unknown,Unknown,Unknown,Unknown,
Zing,Debar Maalo,Отон Жупанчич,21.4206632,42.0010941,Unknown,Unknown,Unknown,Unknown,
Дебар Маало,Debar Maalo,Zhivko Chingo,21.420049,42.0007591,Unknown,Unknown,Unknown,Unknown,
Кај Перо,Debar Maalo,Zhivko Chingo,21.4208615,42.0014888,Unknown,Unknown,Unknown,Unknown,
DejaVu,Kapishtec,Sv. Kiril i Metodij,21.4264143,41.9922468,Unknown,Unknown,Unknown,Unknown,
Istanbul,Kapishtec,Sv. Kiril i Metodij,21.4266738,41.9922273,Unknown,Unknown,Unknown,Unknown,
Gostilnica Estel,Debar Maalo,Leninova,21.4236496,41.9990664,Unknown,Unknown,Unknown,Unknown,
Aleksandrija,Vlae,Esperanto,21.3740403,42.0063483,Unknown,Unknown,Unknown,Unknown,
СНОШТИ МИНАВ,Dukjandzhik,Gradiste,21.4361151,41.9995917,Unknown,Unknown,Unknown,Unknown,
Буре,Karposh 3,Boulevard Partizanski Odredi,21.4001853,42.0031615,Unknown,Unknown,Unknown,Unknown,
Pçela,Madzhir Maalo,Gradiste,21.4371953,42.0002786,Unknown,Unknown,Unknown,Unknown,
Paladin M,Debar Maalo,Boulevard Partizanski Odredi,21.4158769,42.0003534,Unknown,Unknown,Unknown,Unknown,
Woodstock,Karposh 1,Mitroplit Teodosij Gologanov,21.4113199,41.9956401,Unknown,Unknown,Unknown,Unknown,
Воденица,Kapishtec,Naroden Front,21.4135121,41.9947932,Unknown,Unknown,Unknown,Unknown,
Led Zeppelin,Karposh 3,Nikola Rusinski,21.3970638,42.0038026,Unknown,Unknown,Unknown,Unknown,
Restoran Frosina,Kapishtec,Kiro Krstevski - Platnik,21.4199442,41.9959518,Unknown,Unknown,Unknown,Unknown,
Sugarland,Karposh 3,Boulevard Partizanski Odredi,21.3994796,42.0030494,Unknown,Unknown,Unknown,Unknown,
Krem,Karposh 3,Nikola Rusinski,21.393778,42.004566,Unknown,Unknown,Unknown,Unknown,
Gala Kujna,Michurin,3 Makedonska Brigada,21.4520444,41.9826324,Unknown,Unknown,Unknown,Unknown,
EZO,Butel 1,Бутелска,21.4462164,42.0365961,Unknown,Unknown,Unknown,Unknown,
Меана Б Јавор Мрзенци,Karposh 2,Скупи 3A,21.4100468,42.0127048,Unknown,Unknown,Unknown,Unknown,
fourplay,Debar Maalo,Orce Nikolov,21.423008,42.0012294,Unknown,Unknown,Unknown,Unknown,
Kaj Гоце,Dukjandzhik,Gradiste,21.4362086,41.9996644,Unknown,Unknown,Unknown,Unknown,
Coffee O'Clock,Vodno,Zheleznichka,21.4260361,41.9907255,Unknown,Unknown,Unknown,Unknown,
Kebapčilinica Rio,Dukjandzhik,Казанџиска,21.4360459,41.999319,Unknown,Unknown,Unknown,Unknown,
Vega,Karposh 1,Franklin Ruzvelt,21.4131738,41.9995518,Unknown,Unknown,Unknown,Unknown,
Tako mako,Dukjandzhik,Салих Асим,21.4364213,42.0006226,Unknown,Unknown,Unknown,Unknown,
Ohrid,Dukjandzhik,Битпазарска,21.4372514,42.0003594,Unknown,Unknown,Unknown,Unknown,
Markt kitchen,Debar Maalo,Vasil Glavinov,21.4285563,41.9969456,Unknown,Unknown,Unknown,Unknown,
Sac,Dukjandzhik,Битпазарска,21.4374652,42.0002543,Unknown,Unknown,Unknown,Unknown,
Skopsko,Debar Maalo,Georgi Peshkov,21.4224937,42.0019483,Unknown,Unknown,Unknown,Unknown,
Palas,Dukjandzhik,Евлија Челебија,21.4385882,42.002112,Unknown,Unknown,Unknown,Unknown,
Schpajs,Debar Maalo,Georgi Peshkov,21.4219242,42.0017089,Unknown,Unknown,Unknown,Unknown,
Don Giovanni,Dukjandzhik,Салих Асим,21.436443,42.0005272,Unknown,Unknown,Unknown,Unknown,
Concept,Dukjandzhik,Битпазарска,21.4373399,41.9999786,Unknown,Unknown,Unknown,Unknown,
Млечен Бар,Karposh 2,Ankarska,21.4086507,41.9971719,Unknown,Unknown,Unknown,Unknown,
Букет,Kapishtec,Kliment Ohridski Boulevard,21.4244578,41.9945241,Unknown,Unknown,Unknown,Unknown,
Mosh,Debar Maalo,Дебарца,21.4243264,41.9963262,Unknown,Unknown,Unknown,Unknown,
Juicy&co,Debar Maalo,Borka Taleski-Modernoto,21.4223059,41.9974479,Unknown,Unknown,Unknown,Unknown,
Зафир,Debar Maalo,Радњанска,21.4192379,42.0005998,Unknown,Unknown,Unknown,Unknown,
Majahh,Debar Maalo,Mihail Cokov,21.4222629,42.0023667,Unknown,Unknown,Unknown,Unknown,
Metzka,Debar Maalo,Дане Крапчев,21.4186405,42.0026188,Unknown,Unknown,Unknown,Unknown,
Davidoff,Kapishtec,Kliment Ohridski Boulevard,21.4243092,41.9942446,Unknown,Unknown,Unknown,Unknown,
Pizzeria Bik,Dukjandzhik,Петре Георгиев,21.4415279,42.0027517,Unknown,Unknown,Unknown,Unknown,
Old Balkan,Dukjandzhik,191,21.4380383,42.0011296,Unknown,Unknown,Unknown,Unknown,
Sultan Kejf,Dukjandzhik,Петре Георгиев,21.4402065,42.0027827,Unknown,Unknown,Unknown,Unknown,
Kursumli An,Dukjandzhik,Атанас Бабата,21.4371206,42.0025774,Unknown,Unknown,Unknown,Unknown,
Буре лептокарија,Karposh 3,Boulevard Partizanski Odredi,21.4009703,42.0030579,Unknown,Unknown,Unknown,Unknown,
Ресторан Национал,Madzhir Maalo,Stiv Naumov,21.4352029,41.993295,Unknown,Unknown,Unknown,Unknown,
Кај Јоле,Debar Maalo,Maksim Gorki,21.4283137,41.996324,Unknown,Unknown,Unknown,Unknown,
Рузвелт,Karposh 1,Даскал Камче,21.413452,42.0019011,Unknown,Unknown,Unknown,Unknown,
Сидро,Karposh 1,Атинска,21.4097614,41.9974684,Unknown,Unknown,Unknown,Unknown,
Joy Café & Bakery (Centar),Debar Maalo,Makedonija,21.430208,41.9929511,Unknown,Unknown,Unknown,Unknown,
Equilibrium,Old Aerodrom,Rudi Chajevac,21.4542028,41.9866451,Unknown,Unknown,Unknown,Unknown,
Plato Coffee 2.0,Kozle,Њуделхиска,21.405925,41.998628,Unknown,Unknown,Unknown,Unknown,
Mexican street food,Debar Maalo,Boulevard Partizanski Odredi,21.4142957,42.0006689,Unknown,Unknown,Unknown,Unknown,
Boko,Kapishtec,Костурски Херои,21.4171327,41.997055,Unknown,Unknown,Unknown,Unknown,
Lafe,Kapishtec,Kliment Ohridski Boulevard,21.4245361,41.9949215,Unknown,Unknown,Unknown,Unknown,
Coffee corner,Madzhir Maalo,Лазар Танев,21.4355656,42.0010222,Unknown,Unknown,Unknown,Unknown,
Потковица,Hipodrom,Улица 1640,21.5230582,41.993367,Unknown,Unknown,Unknown,Unknown,
Cafe Jabolko,Madzhir Maalo,Bulevar Kuzman Josifovski Pitu,21.4454673,41.9911127,06:00,22:00,Unknown,Unknown,
BistRaw,Debar Maalo,Наум Наумовски Борче,21.4238693,41.9988648,12:00,20:00,Unknown,Unknown,
Kosmos,Dukjandzhik,Покриена Чаршија,21.4383067,42.0025666,07:00,22:00,Unknown,Unknown,
Drip Coffee (Specialty Coffee),Kapishtec,Елисие Поповски Марко,21.4147527,41.9906887,07:30,18:00,Unknown,Unknown,
Short bus,Debar Maalo,Boulevard Partizanski Odredi,21.4246771,41.9979406,09:00,00:00,Unknown,Unknown,
Cafe Gorki,Debar Maalo,Vasil Glavinov,21.42807882847,41.99640505,Unknown,Unknown,Unknown,Unknown,
СПА,Kapishtec,Naroden Front,21.4164328,41.9939731,Unknown,Unknown,Unknown,Unknown,
Antica,Debar Maalo,Дебарца,21.4196540361616,42.001137,Unknown,Unknown,Unknown,Unknown,
Get Caffe,Ostrovo,Vladimir Komarov,21.4496023,41.9919726,Unknown,Unknown,Unknown,Unknown,
Happy,Ostrovo,Bulevard Jane Sandanski,21.453477,41.9885027,Unknown,Unknown,Unknown,Unknown,
O La La,Centar,Bulevar Kuzman Josifovski Pitu,21.4414844,41.9931868,Unknown,Unknown,Unknown,Unknown,
7 Grama Espresso Studio,Debar Maalo,Наум Наумовски Борче,21.4242861,41.9987593,Unknown,Unknown,Unknown,Unknown,
Bratstvo,Dukjandzhik,Бојаџиска,21.4378319,42.0021215,Unknown,Unknown,Unknown,Unknown,
Restaurant ABC,Butel 2,Boca Ivanova,21.4409393,42.0277395,Unknown,Unknown,Unknown,Unknown,
Gjeltoria Palas,Dukjandzhik,Битпазарска,21.4383639,42.0018869,Unknown,Unknown,Unknown,Unknown,
Toto,Debar Maalo,Никола Тримпаре,21.4229663,41.9967339,Unknown,Unknown,Unknown,Unknown,
Teteks,Dukjandzhik,Евлија Челебија,21.4384905,42.002027,Unknown,Unknown,Unknown,Unknown,
